name,id,minutes,ingredients,steps,category
amanda s blueberry cobbler,364404,45,"['cooking oil', 'milk', 'sugar', 'flour', 'salt', 'blueberry pie filling']","['whip oil and milk together with a fork in a bowl', 'combine flour , sugar and salt in another bowl', 'add oil / milk mixture to the flour mixture and blend well with a fork', 'press 2 / 3 of the mixture into a 9x13 pan and set the rest of the mixture aside', 'pour pie filling on top of crust', 'crumble remainder of dough on top of pie filling', 'sprinkle 2 tbs of sugar on top', 'bake in the oven for 30 minutes at 400 degrees', 'place a piece of wax paper on top of the dish while it is cooling and let it cool for at least one hour before serving so it can set up', 'if not , it will become soggy', 'vanilla ice cream is a nice addition to it if you like !']",fruit
amanda s easy egg salad,297233,10,"['eggs', 'celery', 'green onions', 'fresh dill', 'mayonnaise', 'mustard', 'fresh ground black pepper', 'salt']","['put the uncracked eggs in a large pot of cold water', 'bring the water to a boil and cook the eggs for 10 minutes', 'while the eggs are boiling , prepare the celery , onion , dill and mix together in a large bowl', 'add the mayonnaise , mustard , pepper , and salt', 'when the eggs are done , strain them and carefully peel each one', 'in a smaller bowl , mash them to the consistency of your choice', 'stir them into the mayonnaise mixture', 'chill for at least 2 hours and serve on your favorite bread']",vegetable
amanda s favorite minty watermelon salad,319518,35,"['watermelon', 'raspberries', 'blueberries', 'strawberry', 'seedless grapes', 'sugar', 'water', 'of fresh mint', 'ground ginger', 'fresh mint leaves']","['chunk watermelon , hull and half strawberries and half grapes', 'for syrup: in small saucepan combine sugar , water , mint and ginger', 'bring to boil', 'reduce heat and simmer 5 minutes to thicken slightly', 'set aside to cool', 'put all the fruit in a large bowl and add syrup mixture', 'toss to coat', 'garnish with mint leaves and serve immediately']",fruit
amanda s gingerbread cupcakes,452649,48,"['sugar', 'butter', 'molasses', 'eggs', 'flour', 'baking soda', 'salt', 'ginger', 'cinnamon', 'allspice', 'water', 'cream cheese', 'lemon peel', 'vanilla', 'powdered sugar', 'milk']","['heat oven to 375 degrees f', 'place paper baking cup in each of 18 regular size muffin cups', 'in large bowl , beat granulated sugar , butter , molasses , and eggs with electric mixer on medium speed , or mix with spoon', 'stir in flour , baking soda , salt , ginger , 1 / 2 tsp cinnamon , the allspice and water', 'spoon about 1 / 4 c batter into each muffin cup', 'bake 15 to 18 minutes or until toothpick inserted in center comes out clean', 'cool 5 minutes', 'remove from pans to cooling racks', 'cool completely , about 20 minutes', 'beat cream cheese , 1 / 4 c butter , the lemon peel , 1 tsp cinnamon and the vanilla with electric mixer on low speed until smooth', 'gradually beat in powdered sugar , 1 cup at a time , on low speed until smooth', 'beat in milk 1 tsp at a time , until spreadable', 'pipe or spread a generous amount of frosting on top of each cupcake', 'store covered in refrigerator']",fruit
amanda s parmesan chicken,338278,35,"['garlic clove', 'butter', 'breadcrumbs', 'parmesan cheese', 'fresh parsley', 'garlic powder', 'italian seasoning', 'black pepper', 'chicken meat']","['preheat oven to 450 degrees f', 'combine the minced garlic with the melted butter in a bowl', 'in another bowl combine bread crumbs , parmesan , parsley , garlic powder , italian seasoning , and pepper', 'dip chicken pcs into garlic butter , then into crumb mixture to coat', 'place coated chicken pieces on to a 9x13 baking dish', 'try to leave a little room between each piece', 'drizzle with remaining garlic butter', 'bake uncovered 15 minutes , or until chicken is cooked through and juices run clear', 'the chicken will be much more browned on the bottom than on the top']",vegetable
amanda s southern bbq chicken,317536,65,"['chicken pieces', 'ketchup', 'heinz 57 steak sauce', 'tabasco sauce', 'vegetable oil', 'worcestershire sauce', 'brown sugar', 'ground black pepper', 'white vinegar', 'sweet onion']","['puree all ingredients , excluding chicken , in a blender or food processor until it forms a smooth sauce', 'arrange chicken in backing dish', 'pour sauce over chicken and bake at 350 degrees for about 1 hour or until chicken is at desired doneness', 'serve over hot rice']",vegetable
amanda s thai peanut,175230,25,"['fettuccine', 'broccoli', 'carrot', 'garlic', 'red pepper flakes', 'ground ginger', 'brown sugar', 'low sodium soy sauce', 'rice wine vinegar', 'reduced-fat peanut butter']","['in a large pot , cook fettucini as directed', 'towards the end of the pasta cooking , add the broccoli into the pot to cook for approximately 3-4 minutes', 'in a greased large saucepan , heat garlic on med-high heat for 2 minutes', 'add red pepper flakes , ginger , and brown sugar into the saucepan', 'allow to cook another 2 minutes', 'add soy sauce , rice wine vinegar , and peanut butter to the saucepan', 'use a spaghetti spoon or whisk to mix in the peanut butter to the liquid to form a sauce', 'when the sauce begins to bubble , add the cooked pasta / broccoli to the saucepan', 'mix well', 'add the carrot', 'mix well to prevent clumps', 'enjoy !']",vegetable
amanda s vegan flat bread,346705,25,"['flour', 'salt', 'baking powder', 'sugar', 'oil', 'soymilk', 'olive oil', 'herbs', 'garlic cloves']","['mix dry ingredients', 'add oil and soy milk , mix', 'knead on floured board for about 1 - 2 minutes', 'press onto oiled cookie sheet', 'smear topping on', 'bake at 375 for about 20 minutes or until golden on top']",vegetable
amara veggie burgers,287258,40,"['rice', 'peanut butter', 'whole wheat flour', 'sesame seeds', 'sunflower seeds', 'carrot', 'green pepper']","['put together in patties and fry or bake', ""yeah , that's all the projo gave for directions""]",vegetable
amaranth  with tomato type sauce,190911,40,"['amaranth', 'water', 'spinach', 'tomatoes', 'mushroom', 'oregano', 'garlic clove', 'onion', 'salt', 'pepper']","['boil the water and add amaranth , bring back to boil , reduce heat , cover and simmer for 18-20 minutes', 'wash spinach , then simmer until tender', 'blanch tomatoes to remove skin if desired then peel and chop [i leave the skin on]', 'heat a skillet over medium heat and add garlic and onion with a bit of broth [or oil]', 'saute about 2 minutes then add tomato , mushrooms , basil , oregano , salt [or dash] , pepper and 1 tablespoon of water', 'drain and chop spinch and add to tomato mixture cooking for 10 to 15 minutes stirring occasionally', 'stir so that you mush the tomato up a bit if desired [i sometimes leave it a bit chunky]', 'stir the sauce into the amaranth or spoon it on top', 'amaranth leaves can be used in place of spinach if you can find them']",vegetable
amaranth pancakes,291121,17,"['eggs', 'apple juice', 'oil', 'amaranth flour', 'tapioca flour', 'arrowroot', 'cinnamon', 'baking powder', 'sea salt']","['beat egg , add juice or milk , and oil', 'mix dry ingredients together in separate bowl', 'add to egg mixture a little at a time , mixing well after each addition', 'heat griddle or shallow pan to medium heat and cook until golden brown on both sides', 'i often add extra cinnamon after i pour them in the pan']",fruit
amaranth walnut patties,193644,30,"['amaranth', 'water', 'salt', 'tofu', 'braggs liquid aminos', 'chickpea rice miso', 'scallions', 'garlic cloves', 'walnuts', 'ground coriander', 'quick oats', 'safflower oil']","['cream the chickpean rice miso in the 1 tbsp of water', 'bring water , amaranth , and salt to boil', 'cover then simmer on med high for 20 minutes or until all water has evaporated', 'transfer cooked amaranth into mixing bowl and allow to cool', 'combine remaining ingredients , except oil , amaranth and blend thoroughly', 'mixture should hold patties together', 'add oil to large heated skillet', 'form amarnth into 8 medium-sized patties and brown on medium high for 8 to 10 minutes on each side']",vegetable
amaranth  quinoa  and corn chowder,353806,45,"['unsalted butter', 'leeks', 'celery', 'red bell pepper', 'salt', 'amaranth', 'quinoa', 'dried thyme', 'corn kernels', 'whole milk', 'flat leaf parsley']","['in a large , heavy pot , melt 2 tablespoons of the butter over medium-high heat', 'stir in the leeks , celery , red bell pepper , and 1 / 4 teaspoon salt', 'cook , stirring frequently , until the vegetable are soft , about 5 minutes', 'stir in the amaranth and 3 cups of water', 'bring to a boil over high heat', 'stir in the quinoa and thyme', 'return to a boil', 'reduce the heat slightly and cook at a gentle boil , partially covered , for 10 minutes', 'meanwhile , in a blender or food processor , puree 3 cups of the corn kernels with 1 cup of water', 'when the quinoa has cooked for 10 minutes , stir the corn puree and the remaining corn kernels into the soup', 'add salt to taste', 'reduce the heat and simmer until the quinoa and amaranth are tender , 3 to 5 more minutes', 'when the quinoa is done , there will be no starchy white dot in the center of each grain , and some of the germs\' ""tails"" may unfurl and float freely', 'on close inspection , the amaranth will look like tiney opaque bubble floating on the surface', 'stir in the milk and remaining tablespoon of butter', 'add more salt , if needed', 'divide into portions and garnish each with a little parsley', 'variations:', 'for dots of color , use 2 tablespoons of red quinoa and a scant 1 / 2 cup ivory quinoa', 'add the red quinoa when you add the amaranth', 'use half-and-half or heavy cream instead of milk', 'use dried tarragon instead of thyme', 'shrimp , corn , and quinoa soup', 'instead of water , use 4 cups of fish or clam broth', 'use oregano instead of thyme', 'once the quinoa is tender , add 1 / 2 pound peeled small shrimp', 'cook until the shrimp turn pink , about 1 minute', 'omit the milk']",vegetable
